"Goods Shipped","Gross Weight (t)"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 51 PACKAGE (S) 11 WOODEN PALLET (EUROPOOL 352 WELLPAPPKISTE W1 AVALOX TABL 400 MG 7 ST 1 WOODEN PALLET (EUROPOOL) 21 WELLPAPPKISTE W1 C AVALOX TABL 400 MG 7 ST 1 WELLPAPPKISTE W1 C2 AVALOX TABL 400 MG 7 ST 2 WOODEN PALLET (EUROPOOL) 64 WELLPAPPKISTE W1 ADALAT OROS 60 MG 30 TABL 21 WOODEN PALLET (EUROPOOL 672 WELLPAPPKISTE W1 XARELTO 20 MG 28TABL 1 WOODEN PALLET (EUROPOOL) 25 WELLPAPPKISTE W1 C XARELTO 20 MG 28TABL 1 WOODEN PALLET (EUROPOOL) 7 WELLPAPPKISTE W1 C2 XARELTO 20 MG 28TABL 2 WELLPAPPKISTE W1 C2 2 WELLPAPPKISTE W1 C2 ADEMPAS 2.5MG 42TABL 1 WOODEN PALLET (EUROPOOL) STC: 11 WELLPAPPKISTE W1 C 84TABL 1 WELLPAPPKISTE W1 C2 HS: 3004 2.5MG 84TABL 10 WOODEN PALLET (EUROPOOL 320 WELLPAPPKISTE W1 AVALOX TABL 400 MG 5 ST 1 WOODEN PALLET (EUROPOOL) 4 WELLPAPPKISTE W1 C2 AVALOX TABL 400 MG 5 ST 1 WELLPAPPKISTE W1 C2 AVALOX TABL 400 MG 5 ST 1 WOODEN PALLET (EUROPOOL) 6 WELLPAPPKISTE W1 C2 AVALOX TABL 400 MG 5 ST 1 WELLPAPPKISTE W1 C2 AVALOX TABL 400 MG 5","4.87"
"ONE 20´ X 8´ X 8´6"" GENERAL PU SLAC 8 PALLETS PERIDIAM QUALITY 301 1X1000L IBC","10.01"
"13 PALLET STC 390 FIBREBOARD BOXES OF QUICK BAYT CAS BR ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. IMIDACLOPRID MIXTURE","3.64"
"1X20  FCL 80 (EIGHTY ) COMPOSITE PACKAGINGS O:NLY CYPERMETHRIN TECH. MIN 92% UN3352 , IMDG 6.1","20.47"
"80 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) BIXAFEN TC ALL PALLETS ARE HEAT TREATED","43.26"
"120 PALETAS IBC DE MATERIA PLASTICA FLEXIVEL TRIFLOXYSTROBIN TC 1X500KG FBC BR","64.9"
"120 PALETAS 40 IBC DE MATERIA PLASTICA FLEXIVEL TRIFLOXYSTROBIN TC","64.9"
"120 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) PROLINE TECNICO","64.9"
"9 PALLET STC 1004 FIBREBOARD BOXES OF QUICK BAYT GR0,6 2X(250X50GR) BOX BR","2.87"
"40 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) PREMIER TECNICO 1X500KG FBC BR","21.61"
"120 PALETAS MATERIA PLASTICA FLEXIVEL TRIFLOXYSTROBIN TC","64.9"
"120 PX TRIFLOXYSTROBIN TC 1X500KG FBC BR UN 3077, ENVIRONMENTALLY   HAZARDOUS SUBSTANCE,   SOLID, N.O.S.   (TRIFLOXYSTROBIN), 9, III,","64.9"
"6 PACKAGE S.T.C. LICOMER","6.38"
"2 40´CONTAINER(S) 80 PALLETS PROLINE TECNICO CLASS 9   UMWELTGEFAEHRDENDER STOFF, FEST,   N.A.G.PROTHIOCONAZOL   UN 3077, PG III","43.26"
"31HA1) OF MAX HT550 BAYER PRC SCL INH UN1719, CAUSTIC ALKALI LIQUID N.O.S. (SODIUMHYDROXIDE) DIV. IMO 8, PG II. FLASH POINT 100 C NOMARINE POLLUTANTE.M.S.: F-A, S-BIMDG CODE SEGREGATION GROUP 18","39.99"
"1 X 20 FT CONTAINER 18 BAGS IN 18 PALLETS IMIDACLOPRID 70 WG EVIDE:NCE WG 70 1X600 KG FBC BR","11.48"
"002 40´ X 8´ X 8´6"" GENERAL PU SLAC 756 BAGS SEPARATED FROM FOODSTUFFS","20.01"
"DRUMS PACKED ON 10 PALLETS PIONIER01 WHITE VASELINE","14.92"
"ONE 20´ X 8´ X 8´6"" GENERAL PU SLAC 80 STEEL DRUMS OF WHITE OIL MERKUR WOP 240 PHARMA PACKED ON 20 PALLETS","16.3"
"20 PACKAGE WITH SERENADE 12X1L BOT BR","11.92"
"8 PALLETS 31 CARTONS POLITILENO BOTTLES WITH STOPPERS","0.5"
"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 200 FIBRE DRUMS 20 PALLET BETA-CYFLUTHRIN TECHNICAL","13.94"
"40 FIBC ALSYSTIN TECNICO","21.63"
"120 PALETAS 120 IBC DE PLASTICA FLEXIVEL UN 13H4 TRIFLOXYSTROBIN TC UN 3077, ENVIRONMENTALLY   HAZARDOUS SUBSTANCE,   SOLID, N.O.S.   (TRIFLOXYSTROBIN), 9, III,   MARINE POLLUTANT","64.9"
"2 40´ X 8´ X 8´6"" GENERAL PU SLAC 504 BAGS LOADED ONTO 6 PALLETS ANTRACOL 700 WP 1X25KG BAG BR UN:3077 PSN:UMWELTGEFAEHRDENDER STOFF, FEST, N.A.G.PROPINEB GEMISCH IMDG:9 PG:III","13.34"
"ONE 20´ X 8´ X 8´6"" GENERAL PU SLAC 3 PALLETS CONTAINING 180 CASES OF AQUAPY EW165 12X1L BOT BR QUANTITY 2160.000 L","2.53"
"38 FIBC ALSYSTIN TECNICO","20.55"
"120 IBC DE PLASTICA FLEXIVEL UN 13H4 TRIFLOXYSTROBIN TC","64.9"
"1 20´CONTAINER(S) 44 ZU PONCHO TECNICO UMWELTGEFAEHRDENDER STOFF, FEST,   N.A.G.CLOTHIANIDIN   UN 3077, PG III","23.77"
"120 PALETAS IBC DE MATERIA PLASTICA FLEXIVEL UN 13H4 TRIFLOXYSTROBIN TC","64.9"
"1 20´CONTAINER(S) 20 FIBC LOADED ONTO 20 PALLETS FLINT WG50","10.85"
"40 FIBC ALSYSTIN TECNICO","21.63"
"40 IBC DE MATERIA PLASTICA FLEXIVEL UN 13H2 CYPROCONAZOLE TECNICO","21.05"
"DRUMS PACKED ON 20 PALLETS PIONIER01 WHITE VASELINE USP,PH.EUR","14.92"
"1 40´CONTAINER(S) 160 ZU UMWELTGEFAEHRDENDER STOFF, FEST,   N.A.G.PROTHIOCONAZOL   UN 3077, PG III","86.53"
"ONE 20´ X 8´ X 8´6"" GENERAL PU SLAC 378 BAGS LOADED ONTO 18 PALLETS ANTRACOL 700 WP 1X25KG BAG BR UN:3077 PSN:UMWELTGEFAEHRDENDER STOFF, FEST, N.A.G.PROPINEB GEMISCH IMDG:9 PG:III","10.01"
"40 FIBC ALSYSTIN TECNICO","21.63"
"1 40´CONTAINER(S 40 ZU UMWELTGEFAEHRDENDER STOFF, FEST,   N.A.G.FLUPYRADIFURON   UN 3077, PG III","21.65"
"4 40´CONTAINER(S) 160 ZU PROLINE TECNICO 1X500KG FBC BR ALL PALLETS CLASS 9   UMWELTGEFAEHRDENDER STOFF, FEST,   N.A.G.PROTHIOCONAZOL   UN 3077, PG III","86.53"
"5 40´ X 8´ X 8´6"" GENERAL PU SLAC 160 DRUMS ON 40 PLTS , 1H2 UN2757, CARBAMATE PESTICIDE, SOLID, TOXIC (THIODICARB),  CLASS 6.1, PGII, IMDG-CODE  (MARINE POLLUTANT)  49 CFR, ERG 151  LARVIN TECNICO","83.92"
"5 40´ X 8´ X 8´6"" GENERAL PU SLAC 800 DRUMS ON 40 PLTS , 1H2 UN2757, CARBAMATE PESTICIDE, SOLID, TOXIC (THIODICARB), CLASS 6.1, PGII, RQ IMDG- CODE (MARINE POLLUTANT) 49 CFR, ERG 151 LARVIN TECNICO","86.92"
"(18 MINI-TANKS) BAYFOLAN COBRE AGRICULTURAL PRODUCT CLASS 9, UN 3082,PG III MARINE POLLUTANT ENVIRONMENTALLY HAZARDOUSSUBSTANCE, LIQUID, N.O.S","92.34"
"(18 MINI-TANKS) BAYFOLAN COBRE AGRICULTURAL PRODUCT CLASS 9, UN 3082,PG III MARINE POLLUTANT ENVIRONMENTALLY HAZARDOUSSUBSTANCE, LIQUID, N.O.S.","46.44"
"CARBAMATEPESTICIDE, SOLID, TOXIC(THIODICARB MIXTURE) CL 6.1, PG III, RQ,MARINE POLLUTANT ON 40 PALLETS","15.02"
"1,965 CARTON ACCESSORY FOR LETTERING MACHINE","6.51"
"CARBAMATEPESTICIDE, SOLID, TOXIC(THIODICARB MIXTURE) CL 6.1, PG III, RQ,MARINE POLLUTANT ON 24 PALLETS","9.11"
"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 40 BAGS CARBENDAZIM TECHN","20.92"
"40 PALLET . 40 COMPOSITE PACKAGING . 40 FLEXIBLE IBC FENOXAPROP TC 1X360 KG","16.85"
"1 40´CONTAINER(S) 120 FIBC FLINT WG50","65.1"
"40 BAG IMIDACLOPRID TC CLASS:9 UN:3077","20.12"
"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 40 BAGS CARBENDAZIM TECHN.","20.92"
"18 PALLETS ANTRACOL 700 WP 1X25KG BAG BR ALL PALLETS IMCO NUMBER 9 UN NUMBER 3077 PACKAGE GROUP 3","10.01"
"40 PALLET . 40 COMPOSITE PACKAGING . 40 FLEXIBLE IBC FENOXAPROP TC 1X360 KG","16.85"
"40 PALLET . 40 COMPOSITE PACKAGING . 40 FLEXIBLE IBC FENOXAPROP TC 1X360 KG","16.85"
"40 PALLET . 40 COMPOSITE PACKAGING . 40 FLEXIBLE IBC FENOXAPROP TC 1X360 KG","16.85"
"1 40´CONTAINER(S) 70 FIBC OBERON TECNICO TC","37.86"
"40 BAG IMIDACLOPRID TC CLASS:9 UN:3077","20.12"
"1 40´CONTAINER(S) 160 FIBC PROLINE TECNICO","86.53"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 31 PACKAGE (S) 21 PALLET 672 CARDBOARD BOX QLAIRA FTB","10.15"
"005) 40´ X 8´ X 8´6"" GENERAL PU SLAC 800 DRUMS ON 40 PLTS , 1H2 UN2757, CARBAMATE PESTICIDE, SOLID, TOXIC (THIODICARB), CLASS 6.1, PGII","83.92"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 37 PACKAGE (S) WOODEN PALLET (EUROPOOL WELLPAPPKISTE W1","3.37"
"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 160 DRUM ON 40 PLTS , 1H2 UN2757, CARBAMATE PESTICIDE, SOLID, TOXIC (THIODICARB), CLASS 6.1, PGII","16.78"
"1 X 40 ´ST CONTAINER TOTAL 200 FIBRE DRUMS ONLY TOTAL TWO HUNDDRED FI BRE DRUMS ONLY 200 FIBRE DRUMS PACKED IN 20 PALLET BETA-CYFLUTHRIN TEC BULLDOCK TECNICO BCS 1X60KG DRM BR 20 PALLET","13.94"
"UN3265, CORROSIVELIQUID ACIDIC, ORGANIC, N.O.S.(ETHEPHON SOLUTION)CL 8, PG III","51.69"
"40 BAG IMIDACLOPRID TC","20.12"
"40 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) ALSYSTIN TECNICO 1X500KG FBC BR ALL PALLETS ARE HEAT TREATED","21.63"
"120 BG THIANOSAN TECNICO   500 KG BIG BAG TETRAMETHYLTHIURAM   DISULFITE (TIRAM MINIMO DE 980 G,KG   UN 3077 ENVIRONMENTALLY   HAZARDOUS SUBSTANCE, SOLID   N.O.S.,   (THIRAM)   9 III UN 3077, PG III","64.13"
"40?´ CONTAINER(S) ANTRACOL 700 WP 1X25KG BAG BR ALL PA´ LLETS IMCO NUMBER ?: 9 UN NUMBER 3077","20.01"
"10 PALLET PERIDIAM QUALITY 103 - 1X1000L IBC BR","11.01"
"40 IBC DE PLASTICA FLEXIVEL UN 13H2 CYPROCONAZOLE TECNICO 1X500KG FBC BR","21.05"
"4 40´CONTAINER(S) 140 ZU ALSYSTIN TECNICO 1X500KG FBC BR   ALL PALLETS ARE HEAT TREATED CLASS 9   UMWELTGEFAEHRDENDER STOFF, FEST,   N.A.G.TRIFLUMURON   UN 3077, PG III","75.71"
"18 PALLETS LOADED INTO 1 20 CONTAINER(S):ANTRACOL 700 WP 1X25KG BAG BR ALL PALLETS","10.01"
"18 PALLETS ANTRACOL 700 WP 1X25KG BAG BR ALL PALLETS","10.01"
"8 PALLET PERIDIAM QUALITY 103 - 1X1000L IBC BR","8.81"
"LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) FLINT WG50 1X500KG FBC BR","21.7"
"90 ZU 3 40´CONTAINER(S) EVIDENCE (SPRAY) WG70 1X500KG FBC BR ALL PALLETS CLASS 9   UMWELTGEFAEHRDENDER STOFF, FEST,   N.A.G.IMIDACLOPRID GEMISCH   UN 3077, PG III","48.83"
"5 PALLET PERIDIAM QUALITY 316 - 1X1000L IBC BR","5.7"
"18 MINI-TANKS BAYFOLAN COBRE AGRICULTURAL PRODUCT","23.04"
"1 X 20 FT CONTAINER 20 BAGS IN 20 PALLETS IMIDACLOPRID 70 WG EVIDE:NCE WG","12.75"
"IMIDACLOPRID TC CLASS?:9 UN?:3077 PO NO.?: 612707224 ITEM?: 00010 MATERIAL: NO.?: 80930178","20.12"
"20 IBC ON 10 PALLETS 13H2 UN3077, ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID, N.O.S. (TEBUCONAZOLE) CLASS 9, PGIII","10.34"
"EACH WITH 12X1 LT TOTAL 14,400 LT DEORO EC 125","34.4"
"8 PALLETS ALMOND OIL, REFINED HARMLESS","6.66"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC HL 38 PACKAGE (S IPPC-STA BERLISON CREAM TUBE 1%","7.24"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 37 PACKAGE (S) 1 PALETTE - EU - (IPPC-STA 10 SHIPPERBOX ULTRAVIST","9.52"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 29 PACKAGE (S) 1 PALLET 1 CARDBOARD BOX QLAIRA FTB","9.15"
"ENVIRONMENTALLY HAZARDOUSSUBSTANCE, LIQUID, N.O.S. (BETA-CYFLUTHRIN, IMIDACLOPRID SOLUTION)CL9, PG III, MARINE POLLUTANT","4.43"
"34 PALETAS . 34 FOLHA DE POLIETILENE . 952 CAIXAS DE CARTAO UN 4G PROVENCE WG75 10X1KG BAG BR","11.33"
"15 PALETAS . 15 FOLHA DE POLIETILENE . 600 CAIXAS DE CARTAO UN 4G HUSSAR WG20 12X600GR BOT BR","5.77"
"3 40´CONTAINER(S) 120 ZU ALSYSTIN TECNICO 1X500KG FBC BR ALL PALLETS CLASS 9 UMWELTGEFAEHRDENDER STOFF, FEST,   N.A.G.TRIFLUMURON   UN 3077, PG III","64.9"
"378 BAG 10006.65 KGM 19.57 MTQ LOADED ONTO 18 PALLETS:LOADED INTO 1 40?´ NOR STANDARD ANTRACOL 700 WP 1X25KG BAG BR ALL PALLE:TS ARE HEAT TREATED NET WEIGHT ?:9450.0000 KGS UMWELTGEFAEHRDENDER STOF:F, FEST, IMCO NUMBER?: 9 SERIAL NUMBER?: 3077 PACKAGE GROUP?: 3 DGS CONTA:CT","20.01"
"LOADED ONTO 20 PALLETS LOADED INTO 1 20´CONTAINER(S) FLINT WG50 1X500KG FBC BR ALL PALLETS ARE HEAT TREATED UMWELTGEFAEHRDENDER STOFF, FEST","10.85"
"OCEAN FREIGHT ALL IN?: EUR 173.00 COLLECT CHARGES?: CAP:ATAZIA?: BRL 750.00 DESTINAT.TERMINAL-INTL SHIP&PO?: BRL 41.00 EXPORT RE:FERENCE NUMBER?: FORWARDER REFERENCE - BDP 1256146948 SHIPPER?´S IDENTIF:YING NUMBER FOR SHIPMENT (SID) - 0090790094 FREIGHT PREPAID 378 BAG 10:006.65 KGM 19.57 MTQ LOADED ONTO 18 PALLETS LOADED INTO 1 40?´ CONTAINE´","20.01"
"40 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) FLINT WG50 1X500KG FBC BR UMWELTGEFAEHRDENDER STOFF, FEST","21.7"
"40 BAG IMIDACLOPRID TC","20.12"
"100 FIBRE DRUMS PACKED IN 10 PALLET BETA-CYFLUTHRIN TECHNICAL BULLDO:CK TECNICO BCS","6.94"
"1 X 20 FT CONTAINER 20 BAGS IN 20 PALLETS IMIDACLOPRID 70 WG EVIDE:NCE WG 70","12.75"
"(18 MINI-TANKS) BAYFOLAN COBRE AGRICULTURAL PRODUCT","46.44"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 45 PACKAGE (S) 16 PALLET, HEAT TREATED 288 FIBREBOARD BOXES DRONTAL PLUS SABOR CARNE","6.25"
"10 PALLETS PIONIER01 WHITE VASELINE USP,PH.EUR BRAZILIAN","7.46"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 12 PACKAGES 1 PALETTE - EU - (IPPC-STA ADVANTAN CREAM TUBE 0.","2.15"
"60 PX 1008 CAIXAS DE CARTAO UN 4G FORDOR WG75 10X1KG BAG BR UN 3077, ENVIRONMENTALLY   HAZARDOUS SUBSTANCE,   SOLID, N.O.S.   (ISOXAFLUTOLE MIXTURE), 9,   III","19.69"
"80 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) EVIDENCE (SPRAY) WG70 FBC BR ALL PALLETS ARE HEAT TREATED","43.4"
"60 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) EVIDENCE (SPRAY) WG70 FBC BR ALL PALLETS ARE HEAT TREATED","32.55"
"40 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) PROLINE TECNICO FBC BR ALL PALLETS ARE HEAT TREATED","21.63"
"40 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) PROLINE TECNICO FBC BR ALL PALLETS ARE HEAT TREATED","21.63"
"80 ZU 2 40´CONTAINER(S) PREMIER TECNICO 1X500KG FBC BR CLASS 9   UMWELTGEFAEHRDENDER STOFF, FEST,   N.A.G.IMIDACLOPRID   UN 3077, PG III","43.22"
"40 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) PROLINE TECNICO FBC BR ALL PALLETS ARE HEAT TREATED","21.63"
"40 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) FLINT WG50 FBC BR ALL PALLETS ARE HEAT TREATED","21.7"
"61 PACKAGES PET FOOD STUFF","34.08"
"40 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) EVIDENCE (SPRAY) WG70 FBC BR ALL PALLETS ARE HEAT TREATED","21.7"
"40 FIBC LOADED ONTO 40 PALLETS LOADED INTO 1 40´CONTAINER(S) PONCHO TECNICO FBC BR ALL PALLETS ARE HEAT TREATED","21.61"
"20 PALLET 1 X 20 FT CONTAINER SAID TO CONTAIN IMIDACLOPRID EVIDENCE","12.95"
"40 BAG IMIDACLOPRID TC CLASS:9 UN:3077","20.12"
"002) 40´ X 8´ X 9´6"" HIGH CUBE SLAC 80 IBC 13H2) ON 20 PALLET UN3077, ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID, N.O.S. (METRIBUZIN) CLASS 9, PGIII","41.38"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 42 PACKAGE (S) 1 PALLET, HEAT TREATED 23 FIBREBOARD BOXES KILTIX HALSBAND MEDIUM","3.6"
"30 PX FOLHA DE POLIETILENE","11.54"
"40 IBC DE PLASTICA FLEXIVEL UN 13H2 FENOXAPROP TC","16.85"
"40 IBC DE PLASTICA FLEXIVEL UN 13H2 FENOXAPROP TC","16.85"
"40 PALLETS ´CONTAINER (S) EVIDENCE (SPRAY) UMWELTGEFAEHRDENDER STOFF, FEST,","65.1"
"(31HA1) OF MAX HT550 BAYER PRC SCL INH UN1719, CAUSTIC ALKALI LIQUID N.O.S. (SODIUMHYDROXIDE) DIV. IMO 8, PG II. FLASH POINT 100 C NOMARINE POLLUTANTE","20"
"40 FOLHA DE POLIETILENE FLEXIVEL UN 13H2 FENOXAPROP TC","16.85"
"04 40´ X 8´ X 8´6"" GENERAL PU SLAC 1,512 PALLETS ANTRACOL 700 WP 1X25KG UN:3077 PSN:UMWELTGEFAEHRDENDER STOFF, FEST, N.A.G.PROPINEB GEMISCH IMDG:9 PG:III","40.03"
"BAYFOLAN COBRE AGRICULTURAL PRODUCT VEGETABLE","46.44"
"003) 40´ X 8´ X 9´6"" REEFER CON SLAC 138 PACKAGE (S) WELLPAPPKISTE W1","12.85"
"(31HA1) OF MAX HT550 BAYER PRC SCL INH UN1719, CAUSTIC ALKALI LIQUID N.O.S. (SODIUMHYDROXIDE) DIV. IMO 8, PG II.","39.99"
"(31HA1) OF MAX HT550 BAYER PRC SCL INH UN1719, CAUSTIC ALKALI LIQUID N.O.S. (SODIUMHYDROXIDE) DIV. IMO 8, PG II.","20"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 34 PACKAGE (S) EUROPOOL WELLPAPPKISTE W1","5.94"
"40 BAG THIANOSAN TECNICO TETRAMETHYLTHIURAM   DISULFITE (TIRAM)   # MINIMO DE 980 G,KG   UN 3077 ENVIRONMENTALLY   HAZARDOUS SUBSTANCE, SOLID   N.O.S.,   (THIRAM)   9 III","21.38"
"31HA1) OF MAX HT550 BAYER PRC SCL INH UN1719, CAUSTIC ALKALI LIQUID N.O.S. (SODIUMHYDROXIDE) DIV. IMO 8, PG II","99.98"
"(002 40´ X 8´ X 9´6"" REEFER CON SLAC 71 PACKAGE (S) 28 WOODEN PALLET (EUROPOOL 896 WELLPAPPKISTE W1 WELLPAPPKISTE XARELTO 20 MG 28TABL","8.66"
"18 PALLET PERIDIAM QUALITY 316 - 1X1000L IBC BR","20.51"
"31HA1) OF MAX HT550 BAYER PRC SCL INH UN1719, CAUSTIC ALKALI LIQUID N.O.S. (SODIUMHYDROXIDE) DIV. IMO 8, PG II.","59.99"
"(31HA1) OF MAX HT550 BAYER PRC SCL INH UN1719, CAUSTIC ALKALI LIQUID N.O.S. (SODIUMHYDROXIDE) DIV. IMO 8, PG II.","239.95"
"ONE 20´ X 8´ X 8´6"" REEFER CON SLAC 8 PACKAGE (S) 1 PALLET, HEAT TREATED 6 STEEL DRUMS FLUMETHRIN","1.5"
"708 CTN ACCESSORY FOR FAX AND,OR MULTIFUNCTIONAL PRINTER,FAX,COPIER INK CARTRIDGE BLACK INK CARTRIDGE MAGENTA INK CARTRIDGE CYAN INK CARTRIDGE YELLOW INK BOTTLE BLACK INK CARTRIDGE COLOR MULTI-FUNCTIONAL COPIER,PRINTER MULTI-FUNCTIONAL COPIER,PRINTER MULTI-FUNCTIONAL COPIER,PRINTER,FAX MULTI-FUNCTIONAL COPIER,PRINTER,FAX 1203 CTN","6.42"
"1 X 20 CTR CONTAINING 40 DRUMS 10 PALLETS 40 (FORTY ) COMPOSIT:E PACKAGINGS ONLY CYPERMETHRIN TECH. MIN 92%","10.23"
"1 X 20 FT CONTAINER 20 PALLETS CONTAINING 20 BAGS IMIDACLOPRID","12.95"
"1 X 20 FT CONTAINER 20 PALLETS CONTAINING 20 BAGS IMIDACLOPRID 70 W:G EVIDENCE WG 70 1 X 600 KG FBC BR","12.95"
"12X1 LT DEORO EC 125 BOXES FIBREBOARD PLASTIC BOTTLES","34.4"
"1 X 20 FCL CONTAINERS 20 WOODEN PALLETS S.T.C (80 (EIGHTY ) PE LIN ED MS DRUMS ONLY CYPERMETHRIN TECH. 92% MIN","20.45"
"65 DRUM FENTHION MATERIAL 19PALLETS","15.99"
"3 40´CONTAINER(S) 120 PALLETS LOADED INTO PREMIER TECNICO","64.84"
"1 40´CONTAINER(S) 40 PALLETS LOADED INTO BIXAFEN TC FBC BR","21.63"
"TRICHLORFON POWDER 97% (SANONDA)","16.2"
"1 20´CONTAINER(S) 20 PALLETS LOADED INTO EVIDENCE (SPRAY) WG70","10.85"
"1 40´CONTAINER(S) 20 PALLETS LOADED INTO CONFIDOR SUPRA FBC BR","12.85"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 39 PACKAGE (S 38 WOODEN PALLET (EUROPOOL 1216 WELLPAPPKISTE W1","4.89"
"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 8 PACKAGE 1 THERMO-WFKVERSAND PMR:01 3 WELLPAPPKISTE W1 C2 ADEMPAS 1MG 42TABL 1 WELLPAPPKISTE W1 C2 ADEMPAS 1MG 42TABL 1 WOODEN PALLET (EUROPOOL) 10 WELLPAPPKISTE W1 C 5 WOODEN PALLET (EUROPOOL 160 WELLPAPPKISTE W1 ADALAT OROS 30 MG 30 TABL 1 WOODEN PALLET (EUROPOOL STC: 33 WELLPAPPKISTE W1 C ADALAT OROS 30 MG 30 TABL","0.66"
"DRUMS PACKED ON 10 PALLETS PIONIER01 WHITE VASELINE USP,PH.EUR BRAZILIAN","7.46"
"EACH WITH 12X1 LT TOTAL 14,400 LT DEORO EC 125 4G BOXES FIBREBOARD PLASTIC BOTTLES EACH WITH 4X5 LT TOTAL 10,000 LT DEORO EC 125 BOXES FIBREBOARD PBT PLASTIC BOTTLES |ILHFA|| |ILHFA||","28.1"
"1 X 20 CTR CONTAINING 40 DRUMS 10 PALLETS 40 (FORTY ) COMPOSIT:E PACKAGINGS ONLY CYPERMETHRIN TECH. MIN 93%","10.25"
"UN3265, CORROSIVELIQUID, ACIDIC,ORGANIC","106.25"
"1X20  FCL SAID TO CONTAIN PACKED IN CORRUGATED WHITE CARTON BOX, PLAS:TIC DRUMS NET 25KGS PER BOX,DRUM TOTAL 288CARTON BOXES AND 40PLASTIC:DRUMS PLACED ON 18HEAT TREATED PALLETS CALCIUM GLUCONATE EP (FOR INJE:CTION) CALCIUM GLUCOHEPTONATE EP","9.46"
"1X20´ ISOTANK CONTAINER(S) *SLAC ISOPROPYL ALCOHOL USP, ISOTANK UN 1219 , ISOPROPANOL (ISOPROPYL ALCOHOL) , CLASS 3 , PG II , PLACARD,LABEL 3 , FLASHPOINT 12C , EMS F-E, S-D ISOPROPYL ALCOHOL USP, HAZ PER DOT ONLY","18.05"
"2 PALETAS . 2 HOJAS DE POLIETILENE . 88 CAJAS DE CARTON UN 4G ALION SC500 20X500ML BOT BR","1.18"
"15 PALETAS . 15 HOJAS DE POLIETILENE . 600 CAJAS DE CARTON UN 4G HUSSAR WG20 12X600GR BOT BR","5.77"
"20 PX PERIDIAM QUALITY 306 - 1X1000L IBC BR","25.02"
"2520 BG ANTRACOL 700 WP 1X25KG BAG BR ALL PALLETS ARE HEAT TREATED CLASS 9 UMWELTGEFAEHRDENDER STOFF, FEST,   N.A.G.PROPINEB GEMISCH   UN 3077, PG III","66.71"
"20 PACKAGE SERENADE 12X1L BOT BR","11.92"
"28 PALETAS . 28 FOLHA DE POLIETILENE . 1232 CAIXAS DE CARTAO UN 4G GLADIUM WG60 20X250GR BOT BR","9.11"
"20 FIBC LOADED ONTO 20 PALLETS LOADED INTO 1 20´CONTAINER(S) PONCHO TECNICO 1X500KG FBC CLASS 9 UMWELTGEFAEHRDENDER STOFF, FEST, N.A.G.CLOTHIANIDIN UN 3077, PG III","10.81"
"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 40 BAGS CARBENDAZIM TECHN","20.92"
"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 200 DRUMS PACKED IN 20 PALLET BETA-CYFLUTHRIN TECHNICAL BULLDOCK TECNICO BCS 1X60KG DRM BR 20 PALLETS","13.91"
"320 DRUMS THIODICARB TECH LARVIN (CN) (HAI) TC","28.96"
"ONE 20´ X 8´ X 8´6"" GENERAL PU SLAC 20 BAGS CARBENDAZIM TECHN 99.0PCT","10.46"
